Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
36.22993,S,36.22993,0.2834717,0.2281617,0.6243158,0.07521542,0,89.257,3.48735,0.419309,105.125,139.7724,5.561389,-33.1884201346009,-33.17953,-0.7681276,289.06304982273,247.0904,145.6116,58.96554,59.48895,32795.93,6178.609
36.23993,S,36.23993,0.2831928,0.2289433,0.6244037,0.07547533,0,89.257,3.480532,0.4198756,105.125,139.7714,5.561225,-33.1857591826024,-33.17688,-0.7676236,288.775476509392,246.7586,145.6039,58.93347,59.45658,32798.39,6180.065
36.24992,S,36.24992,0.282914,0.2297237,0.6244915,0.07573513,0,89.257,3.473726,0.4204376,105.125,139.7704,5.561059,-33.1830982133882,-33.17423,-0.7671186,288.48809170881,246.4269,145.5962,58.90133,59.42417,32800.86,6181.521
36.25992,S,36.25992,0.2826353,0.230504,0.6245795,0.07599451,0,89.257,3.46693,0.4209923,105.125,139.7693,5.560894,-33.1804471989157,-33.17159,-0.7666115,288.200794365845,246.0952,145.5885,58.86913,59.39169,32803.32,6182.978
36.26992,S,36.26992,0.2823567,0.2312887,0.6246675,0.07625391,0,89.257,3.460143,0.4215424,105.125,139.7683,5.56073,-33.1777961604192,-33.16895,-0.7661031,287.91359269224,245.7635,145.5808,58.83688,59.35914,32805.78,6184.434
36.27992,S,36.27992,0.2820782,0.2320821,0.6247556,0.07651476,0,89.257,3.453367,0.4220959,105.125,139.7673,5.560564,-33.175145157954,-33.16631,-0.765596,287.62649493081,245.4318,145.5731,58.80455,59.32652,32808.23,6185.889
36.28992,S,36.28992,0.2817998,0.232883,0.6248438,0.07677851,0,89.257,3.446599,0.4226611,105.125,139.7662,5.560395,-33.1724942468225,-33.16367,-0.7650926,287.33962651049,245.1002,145.5655,58.77217,59.29384,32810.68,6187.345
36.29992,S,36.29992,0.2815216,0.2336904,0.6249321,0.07704476,0,89.257,3.439846,0.4232354,105.125,139.7652,5.560225,-33.1698434268784,-33.16103,-0.7645929,287.052854667565,244.7686,145.5579,58.73973,59.26109,32813.13,6188.8
36.30991,S,36.30991,0.2812435,0.2345002,0.6250205,0.07731318,0,89.257,3.433101,0.4238166,105.125,139.7641,5.560057,-33.1671926657235,-33.15839,-0.7640955,286.766171712886,244.437,145.5503,58.70723,59.22826,32815.57,6190.256
36.31991,S,36.31991,0.2809655,0.2353246,0.6251089,0.07758242,0,89.257,3.426366,0.4243976,105.125,139.763,5.559885,-33.1645619096146,-33.15577,-0.7635983,286.47959388745,244.1054,145.5427,58.67466,59.19538,32818.02,6191.711
36.32991,S,36.32991,0.2806875,0.2361431,0.6251976,0.07785653,0,89.257,3.41964,0.4250005,105.125,139.762,5.559711,-33.161911316429,-33.15313,-0.7631077,286.193198689885,243.7739,145.5351,58.64204,59.16244,32820.45,6193.167
36.33991,S,36.33991,0.2804098,0.2369604,0.6252861,0.0781287,0,89.257,3.412926,0.425588,105.125,139.7609,5.559537,-33.1592806315274,-33.15051,-0.7626131,285.906901173728,243.4424,145.5275,58.60936,59.12943,32822.89,6194.622
36.34991,S,36.34991,0.2801321,0.2377834,0.6253748,0.07840046,0,89.257,3.406221,0.4261683,105.125,139.7598,5.559366,-33.1566498948485,-33.14789,-0.762116,285.620701632717,243.1109,145.5199,58.5766,59.09636,32825.32,6196.077
36.35991,S,36.35991,0.2798545,0.2386121,0.6254636,0.07867411,0,89.257,3.399526,0.4267541,105.125,139.7587,5.559192,-33.1540192075696,-33.14527,-0.7616208,285.334600361669,242.7794,145.5123,58.54379,59.06321,32827.75,6197.532
36.3699,S,36.3699,0.279577,0.2394373,0.6255525,0.07894973,0,89.257,3.392841,0.427346,105.125,139.7576,5.559016,-33.151388578801,-33.14265,-0.7611279,285.048682711422,242.448,145.5047,58.51092,59.03001,32830.17,6198.987
36.3799,S,36.3799,0.2792996,0.2402687,0.6256415,0.07922415,0,89.257,3.386168,0.4279265,105.125,139.7565,5.558842,-33.148767877323,-33.14004,-0.7606317,284.762863861997,242.1166,145.4971,58.47798,58.99673,32832.59,6200.442
36.3899,S,36.3899,0.2790224,0.2411048,0.6257305,0.07950063,0,89.257,3.379504,0.4285133,105.125,139.7554,5.558665,-33.1461472320368,-33.13743,-0.7601377,284.477144111194,241.7852,145.4895,58.44498,58.9634,32835.01,6201.897
36.3999,S,36.3999,0.2787453,0.2419378,0.6258196,0.07977871,0,89.257,3.372849,0.4291039,105.125,139.7543,5.558489,-33.1435266153534,-33.13482,-0.7596447,284.191608719561,241.4539,145.4819,58.41193,58.93,32837.43,6203.353
36.4099,S,36.4099,0.2784683,0.2427774,0.6259087,0.08005572,0,89.257,3.366204,0.4296837,105.125,139.7533,5.558313,-33.140915932984,-33.13222,-0.7591487,283.906172962881,241.1226,145.4743,58.37881,58.89655,32839.84,6204.807
36.4199,S,36.4199,0.2781914,0.243617,0.625998,0.08033498,0,89.257,3.35957,0.4302711,105.125,139.7522,5.558136,-33.1383053135927,-33.12962,-0.7586552,283.62083714197,240.7913,145.4667,58.34562,58.86301,32842.24,6206.262
36.42989,S,36.42989,0.2779146,0.2444637,0.6260873,0.08061427,0,89.257,3.352947,0.4308536,105.125,139.751,5.557958,-33.1356946770009,-33.12702,-0.7581607,283.335601558753,240.46,145.4591,58.31237,58.82941,32844.65,6207.716
36.43989,S,36.43989,0.2776378,0.2453079,0.6261768,0.08089592,0,89.257,3.346331,0.4314438,105.125,139.7499,5.557779,-33.1330840918513,-33.12442,-0.7576682,283.050551352272,240.1288,145.4515,58.27906,58.79575,32847.05,6209.171
36.44989,S,36.44989,0.2773613,0.2461551,0.6262662,0.08117671,0,89.257,3.339727,0.4320247,105.125,139.7488,5.557602,-33.1304834571814,-33.12183,-0.7571734,282.765593841351,239.7976,145.4439,58.24569,58.76202,32849.45,6210.625
36.45989,S,36.45989,0.2770848,0.2470074,0.6263558,0.08145855,0,89.257,3.333133,0.4326062,105.125,139.7477,5.557424,-33.1278928324789,-33.11925,-0.7566789,282.480745495299,239.4664,145.4363,58.21225,58.72823,32851.84,6212.08
36.46989,S,36.46989,0.2768084,0.2478673,0.6264455,0.08174207,0,89.257,3.326549,0.4331918,105.125,139.7466,5.557242,-33.1252922480651,-33.11666,-0.7561858,282.195998541924,239.1352,145.4287,58.17875,58.69436,32854.23,6213.534
36.47989,S,36.47989,0.2765321,0.2487336,0.6265352,0.08202817,0,89.257,3.319973,0.433786,105.125,139.7455,5.557061,-33.122701728331,-33.11408,-0.7556954,281.911353288465,238.804,145.4211,58.14518,58.66043,32856.62,6214.988
36.48988,S,36.48988,0.276256,0.2495913,0.6266251,0.08231637,0,89.257,3.313408,0.4343866,105.125,139.7443,5.556878,-33.1201112621001,-33.1115,-0.7552071,281.626894720176,238.4729,145.4135,58.11155,58.62644,32859,6216.442
36.49988,S,36.49988,0.2759799,0.2504571,0.6267151,0.08260172,0,89.257,3.306854,0.4349673,105.125,139.7432,5.556696,-33.1175206738164,-33.10892,-0.7547132,281.342538405465,238.1418,145.4059,58.07786,58.59238,32861.39,6217.896
36.50988,S,36.50988,0.275704,0.2513499,0.6268051,0.08288983,0,89.257,3.300309,0.4355575,105.125,139.7421,5.556515,-33.1149401478689,-33.10635,-0.7542219,281.058341583438,237.8107,145.3984,58.0441,58.55822,32863.77,6219.351
36.51988,S,36.51988,0.2754283,0.2522303,0.6268952,0.0831869,0,89.257,3.293775,0.43619,105.125,139.7409,5.556326,-33.1123499534,-33.10377,-0.7537448,280.774324186098,237.4797,145.3909,58.01028,58.52401,32866.14,6220.805
36.52988,S,36.52988,0.2751527,0.2531237,0.6269854,0.08347984,0,89.257,3.287252,0.4367959,105.125,139.7397,5.55614,-33.1097695727966,-33.1012,-0.7532594,280.490418154462,237.1487,145.3834,57.97639,58.48973,32868.51,6222.259
36.53988,S,36.53988,0.2748771,0.254015,0.6270757,0.08377715,0,89.257,3.28074,0.4374195,105.125,139.7385,5.555952,-33.1071893341205,-33.09863,-0.75278,280.206607513461,236.8177,145.3759,57.94244,58.45538,32870.88,6223.712
36.54987,S,36.54987,0.2746017,0.2549171,0.627166,0.08407376,0,89.257,3.274235,0.4380342,105.125,139.7374,5.555763,-33.1046090326191,-33.09606,-0.7522976,279.922900718503,236.4867,145.3684,57.90843,58.42095,32873.24,6225.166
36.55987,S,36.55987,0.2743264,0.255811,0.6272565,0.08437399,0,89.257,3.267742,0.438663,105.125,139.7362,5.555572,-33.1020388407124,-33.0935,-0.7518199,279.639390707674,236.1558,145.3609,57.87434,58.38647,32875.61,6226.62
36.56987,S,36.56987,0.2740512,0.2567134,0.6273471,0.08467148,0,89.257,3.261258,0.4392722,105.125,139.735,5.555383,-33.0994685179238,-33.09094,-0.7513362,279.355976946615,235.8249,145.3534,57.8402,58.35192,32877.96,6228.073
36.57987,S,36.57987,0.2737762,0.2576214,0.6274377,0.08497185,0,89.257,3.254785,0.4398914,105.125,139.7338,5.555192,-33.0969082774333,-33.08839,-0.750856,279.072676105147,235.494,145.3459,57.80599,58.31729,32880.32,6229.527
36.58987,S,36.58987,0.2735012,0.2585298,0.6275284,0.08527406,0,89.257,3.24832,0.4405148,105.125,139.7326,5.555001,-33.094338067574,-33.08583,-0.7503768,278.789472135117,235.1631,145.3384,57.77171,58.28259,32882.67,6230.98
36.59986,S,36.59986,0.2732263,0.2594391,0.6276192,0.08557642,0,89.257,3.241866,0.4411342,105.125,139.7314,5.554811,-33.0917778423742,-33.08328,-0.7498968,278.50646605871,234.8323,145.3309,57.73737,58.24784,32885.02,6232.434
36.60986,S,36.60986,0.2729516,0.2603508,0.62771,0.08587909,0,89.257,3.235423,0.4417501,105.125,139.7302,5.554619,-33.0892176021748,-33.08073,-0.7494159,278.223557413747,234.5015,145.3234,57.70295,58.21301,32887.36,6233.887
36.61986,S,36.61986,0.272677,0.2612671,0.6278009,0.08618259,0,89.257,3.22899,0.4423651,105.125,139.729,5.554426,-33.0866673648212,-33.07819,-0.748935,277.94076293773,234.1707,145.3159,57.66848,58.1781,32889.7,6235.34
36.62986,S,36.62986,0.2724025,0.2621812,0.627892,0.08648762,0,89.257,3.222565,0.442983,105.125,139.7278,5.554232,-33.0841171532433,-33.07565,-0.748455,277.658150742271,233.84,145.3084,57.63393,58.14314,32892.04,6236.793
36.63986,S,36.63986,0.2721281,0.2631018,0.6279832,0.08679191,0,89.257,3.216151,0.4435918,105.125,139.7266,5.554039,-33.0815668882727,-33.07311,-0.7479724,277.375653313457,233.5093,145.3009,57.59933,58.10811,32894.38,6238.246
36.64986,S,36.64986,0.2718539,0.2640222,0.6280743,0.08709843,0,89.257,3.209747,0.444207,105.125,139.7254,5.553845,-33.0790166716979,-33.07057,-0.7474917,277.093254514519,233.1786,145.2934,57.56465,58.073,32896.71,6239.699
36.65985,S,36.65985,0.2715798,0.2649582,0.6281656,0.08740487,0,89.257,3.203353,0.4448166,105.125,139.7242,5.553652,-33.0764764308851,-33.06804,-0.7470098,276.810971151091,232.8479,145.2859,57.52991,58.03782,32899.04,6241.152
36.66985,S,36.66985,0.2713058,0.2658959,0.628257,0.0877165,0,89.257,3.196967,0.4454472,105.125,139.723,5.553453,-33.0739363399819,-33.06551,-0.7465343,276.528787056902,232.5172,145.2784,57.49511,58.00257,32901.36,6242.605
36.67985,S,36.67985,0.2710318,0.2668291,0.6283485,0.08802874,0,89.257,3.190592,0.4460762,105.125,139.7217,5.553255,-33.071396243089,-33.06298,-0.7460583,276.246803122401,232.1866,145.2709,57.46023,57.96725,32903.68,6244.058
36.68985,S,36.68985,0.270758,0.2677644,0.62844,0.08833948,0,89.257,3.184228,0.4466922,105.125,139.7205,5.553059,-33.0688660700455,-33.06046,-0.7455788,275.964919033413,231.856,145.2634,57.42529,57.93186,32906,6245.51
36.69985,S,36.69985,0.2704843,0.2687235,0.6285317,0.08865095,0,89.257,3.177872,0.4473069,105.125,139.7193,5.552861,-33.0663358888816,-33.05794,-0.7450987,275.68320136436,231.5254,145.256,57.39027,57.89638,32908.32,6246.963
36.70985,S,36.70985,0.2702108,0.2696775,0.6286235,0.08897034,0,89.257,3.171528,0.4479564,105.125,139.718,5.55266,-33.0638059698713,-33.05542,-0.74463,275.4016765256,231.1949,145.2486,57.35519,57.86084,32910.63,6248.416
36.71984,S,36.71984,0.2699375,0.2706209,0.6287153,0.08928803,0,89.257,3.165195,0.448592,105.125,139.7168,5.552459,-33.0612759727092,-33.0529,-0.7441576,275.120211037757,230.8644,145.2411,57.32005,57.82523,32912.94,6249.868
36.72984,S,36.72984,0.2696642,0.2715876,0.6288072,0.08960223,0,89.257,3.15887,0.4492048,105.125,139.7155,5.552258,-33.0587558027729,-33.05039,-0.7436774,274.8389047815,230.5339,145.2337,57.28484,57.78955,32915.25,6251.32
36.73984,S,36.73984,0.2693911,0.2725618,0.6288992,0.08992422,0,89.257,3.152555,0.4498515,105.125,139.7143,5.552055,-33.0562258881054,-33.04787,-0.7432082,274.557708344829,230.2034,145.2263,57.24955,57.75378,32917.55,6252.772
36.74984,S,36.74984,0.269118,0.2735421,0.6289914,0.09024871,0,89.257,3.14625,0.4505053,105.125,139.713,5.551849,-33.0537060367294,-33.04536,-0.7427417,274.276622065514,229.8729,145.2189,57.2142,57.71794,32919.84,6254.225
36.75984,S,36.75984,0.268845,0.2745164,0.6290836,0.09057526,0,89.257,3.139956,0.4511644,105.125,139.7117,5.551643,-33.0511862263719,-33.04285,-0.7422768,273.995730058516,229.5425,145.2115,57.17878,57.68203,32922.14,6255.677
36.76984,S,36.76984,0.2685723,0.2754971,0.6291758,0.09089982,0,89.257,3.133671,0.4518078,105.125,139.7104,5.551438,-33.0486763108012,-33.04035,-0.7418071,273.714948818628,229.2121,145.2041,57.1433,57.64606,32924.43,6257.129
36.77983,S,36.77983,0.2682996,0.2764844,0.6292682,0.0912265,0,89.257,3.127396,0.4524567,105.125,139.7091,5.551229,-33.0461664430267,-33.03785,-0.7413393,273.434278687082,228.8817,145.1967,57.10775,57.61,32926.72,6258.581
36.78983,S,36.78983,0.268027,0.2774784,0.6293607,0.09155541,0,89.257,3.12113,0.453111,105.125,139.7078,5.551021,-33.0436566207366,-33.03535,-0.7408733,273.153720006374,228.5513,145.1893,57.07212,57.57387,32929.01,6260.033
36.79983,S,36.79983,0.2677546,0.2784689,0.6294533,0.09188658,0,89.257,3.114874,0.4537713,105.125,139.7065,5.550813,-33.0411368463763,-33.03284,-0.7404091,272.873356756502,228.221,145.1819,57.03643,57.53768,32931.29,6261.485
36.80983,S,36.80983,0.2674823,0.2794614,0.6295459,0.0922166,0,89.257,3.108629,0.4544206,105.125,139.7052,5.550605,-33.0386370026048,-33.03035,-0.7399418,272.593105575906,227.8907,145.1745,57.00067,57.50141,32933.57,6262.937
36.81983,S,36.81983,0.2672101,0.2804629,0.6296387,0.09254726,0,89.257,3.102393,0.4550675,105.125,139.7039,5.550395,-33.036137155003,-33.02786,-0.7394741,272.312966810595,227.5604,145.1671,56.96484,57.46507,32935.84,6264.388
36.82983,S,36.82983,0.266938,0.2814703,0.6297315,0.09288098,0,89.257,3.096167,0.4557241,105.125,139.7026,5.550184,-33.0336473726727,-33.02538,-0.7390092,272.032940807864,227.2301,145.1597,56.92894,57.42865,32938.12,6265.84
36.83982,S,36.83982,0.2666661,0.2824713,0.6298245,0.09321667,0,89.257,3.089949,0.456385,105.125,139.7013,5.549971,-33.0311476247446,-33.02289,-0.7385455,271.75311141116,226.8999,145.1523,56.89297,57.39216,32940.39,6267.292
36.84982,S,36.84982,0.2663943,0.2834802,0.6299175,0.09355024,0,89.257,3.083743,0.4570301,105.125,139.7,5.54976,-33.0286577855008,-33.02041,-0.7380776,271.473395404288,226.5697,145.1449,56.85693,57.3556,32942.65,6268.743
36.85982,S,36.85982,0.2661226,0.2844938,0.6300105,0.09388646,0,89.257,3.077547,0.457683,105.125,139.6986,5.549547,-33.0261680050073,-33.01793,-0.7376121,271.193793138108,226.2395,145.1375,56.82082,57.31895,32944.91,6270.194
36.86982,S,36.86982,0.265851,0.2855158,0.6301037,0.09422427,0,89.257,3.07136,0.458338,105.125,139.6973,5.549334,-33.023678247461,-33.01545,-0.7371474,270.914304964784,225.9093,145.1301,56.78463,57.28224,32947.17,6271.646
36.87982,S,36.87982,0.2655795,0.2865321,0.630197,0.09456487,0,89.257,3.065181,0.4590011,105.125,139.696,5.549118,-33.0211885462974,-33.01297,-0.736685,270.635014589602,225.5792,145.1227,56.74838,57.24546,32949.43,6273.097
36.88982,S,36.88982,0.2653082,0.2875519,0.6302904,0.0949036,0,89.257,3.059014,0.4596497,105.125,139.6946,5.548905,-33.0187187537591,-33.01051,-0.7362185,270.355838943477,225.2491,145.1153,56.71206,57.2086,32951.68,6274.548
36.89981,S,36.89981,0.265037,0.2885806,0.6303838,0.09524354,0,89.257,3.052856,0.4602988,105.125,139.6933,5.54869,-33.0162389732902,-33.00804,-0.7357522,270.076778382193,224.919,145.1079,56.67567,57.17166,32953.93,6275.999
36.90981,S,36.90981,0.2647659,0.2896168,0.6304774,0.09558644,0,89.257,3.046708,0.4609566,105.125,139.6919,5.548471,-33.0137592647575,-33.00557,-0.7352889,269.797833262856,224.5889,145.1005,56.63921,57.13465,32956.18,6277.45
36.91981,S,36.91981,0.2644949,0.2906463,0.6305711,0.09593184,0,89.257,3.040569,0.4616211,105.125,139.6906,5.548254,-33.0112895966354,-33.00311,-0.7348273,269.519087150956,224.2589,145.0931,56.60267,57.09757,32958.42,6278.901
36.92981,S,36.92981,0.2642241,0.2917007,0.6306648,0.09627504,0,89.257,3.034441,0.4622698,105.125,139.6892,5.548038,-33.0088198378602,-33.00065,-0.7343614,269.240516429803,223.9289,145.0858,56.56607,57.06039,32960.66,6280.352
36.93981,S,36.93981,0.2639535,0.2927595,0.6307586,0.09662656,0,89.257,3.028324,0.462953,105.125,139.6879,5.547815,-33.0063503265669,-32.99819,-0.7339064,268.962062273633,223.5989,145.0785,56.52939,57.02314,32962.89,6281.803
36.94981,S,36.94981,0.2636829,0.2938131,0.6308526,0.0969796,0,89.257,3.022217,0.463638,105.125,139.6865,5.547592,-33.0038808401266,-32.99573,-0.7334523,268.683799653497,223.269,145.0712,56.49264,56.98581,32965.12,6283.253
36.9598,S,36.9598,0.2634126,0.2948743,0.6309466,0.09733091,0,89.257,3.01612,0.464309,105.125,139.6851,5.547369,-33.0014212694277,-32.99328,-0.7329943,268.40566273118,222.9391,145.0639,56.45582,56.94841,32967.36,6284.704
36.9698,S,36.9698,0.2631423,0.2959396,0.6310408,0.09768474,0,89.257,3.010031,0.4649861,105.125,139.6837,5.547147,-32.9989617325199,-32.99083,-0.7325376,268.127634885738,222.6092,145.0566,56.41892,56.91093,32969.58,6286.155
36.9798,S,36.9798,0.2628722,0.2970165,0.631135,0.09803997,0,89.257,3.003953,0.4656647,105.125,139.6823,5.546921,-32.9965022204823,-32.98838,-0.7320818,267.84973348577,222.2793,145.0493,56.38196,56.87337,32971.8,6287.605
36.9898,S,36.9898,0.2626022,0.2980989,0.6312293,0.0983991,0,89.257,2.997885,0.4663561,105.125,139.6809,5.546696,-32.9940428042416,-32.98593,-0.7316301,267.571950401743,221.9494,145.042,56.34492,56.83573,32974.02,6289.056
36.9998,S,36.9998,0.2623323,0.2991751,0.6313238,0.09876005,0,89.257,2.991825,0.4670505,105.125,139.6795,5.546468,-32.9915834105142,-32.98348,-0.7311792,267.294360384011,221.6196,145.0347,56.30781,56.79803,32976.24,6290.506
37.0098,S,37.0098,0.2620625,0.3002582,0.6314182,0.09911896,0,89.257,2.985775,0.4677294,105.125,139.678,5.54624,-32.9891339172059,-32.98104,-0.7307237,267.016897868874,221.2898,145.0274,56.27063,56.76024,32978.45,6291.957
37.01979,S,37.01979,0.2617929,0.3013447,0.6315128,0.09948023,0,89.257,2.979736,0.4684137,105.125,139.6766,5.546012,-32.9866844686292,-32.9786,-0.73027,266.739546157749,220.96,145.0201,56.23338,56.72237,32980.66,6293.407
37.02979,S,37.02979,0.2615234,0.3024438,0.6316075,0.0998426,0,89.257,2.973705,0.4690977,105.125,139.6752,5.545785,-32.9842450202317,-32.97617,-0.7298162,266.462322710053,220.6302,145.0128,56.19605,56.68443,32982.87,6294.857
37.03979,S,37.03979,0.261254,0.3035322,0.6317024,0.1002092,0,89.257,2.967684,0.4697961,105.125,139.6738,5.545552,-32.9817956742196,-32.97373,-0.7293667,266.185293558214,220.3005,145.0055,56.15865,56.64641,32985.07,6296.307
37.04979,S,37.04979,0.2609847,0.3046336,0.6317973,0.1005723,0,89.257,2.961675,0.470472,105.125,139.6723,5.545324,-32.9793561956825,-32.9713,-0.7289111,265.90839336063,219.9708,144.9982,56.12117,56.60832,32987.27,6297.757
37.05979,S,37.05979,0.2607156,0.3057384,0.6318923,0.1009397,0,89.257,2.955674,0.4711628,105.125,139.6709,5.545092,-32.9769268123778,-32.96888,-0.7284597,265.631613937737,219.6411,144.9909,56.08362,56.57014,32989.47,6299.207
37.06979,S,37.06979,0.2604467,0.3068494,0.6319873,0.1013083,0,89.257,2.949682,0.471853,105.125,139.6694,5.544859,-32.9744874341022,-32.96645,-0.7280082,265.354947077348,219.3114,144.9836,56.046,56.53188,32991.66,6300.657
37.07978,S,37.07978,0.2601778,0.3079577,0.6320825,0.101679,0,89.257,2.9437,0.4725475,105.125,139.668,5.544624,-32.9720580868751,-32.96403,-0.727558,265.078492940642,218.9818,144.9763,56.0083,56.49356,32993.85,6302.106
37.08978,S,37.08978,0.2599091,0.3090672,0.6321778,0.1020487,0,89.257,2.937729,0.473232,105.125,139.6665,5.544391,-32.9696286870806,-32.96161,-0.7271052,264.802152032887,218.6522,144.969,55.97054,56.45515,32996.04,6303.556
37.09978,S,37.09978,0.2596405,0.3101875,0.6322731,0.1024189,0,89.257,2.931766,0.4739127,105.125,139.6651,5.544158,-32.9671992612642,-32.95919,-0.726651,264.525941941737,218.3226,144.9617,55.93269,56.41666,32998.22,6305.006
37.10978,S,37.10978,0.259372,0.3113175,0.6323686,0.1027928,0,89.257,2.925814,0.4746045,105.125,139.6636,5.543923,-32.9647799216048,-32.95678,-0.7262006,264.249854451794,217.993,144.9544,55.89477,56.37809,33000.4,6306.456
37.11978,S,37.11978,0.2591037,0.3124381,0.6324642,0.1031698,0,89.257,2.91987,0.4753057,105.125,139.6621,5.543684,-32.9623606417753,-32.95437,-0.7257527,263.97396377122,217.6635,144.9471,55.85678,56.33945,33002.58,6307.905
37.12978,S,37.12978,0.2588355,0.3135682,0.6325598,0.1035438,0,89.257,2.913937,0.4759867,105.125,139.6606,5.543448,-32.959941241241,-32.95196,-0.7252991,263.698205009525,217.334,144.9398,55.81871,56.30072,33004.75,6309.354
37.13977,S,37.13977,0.2585675,0.3147216,0.6326555,0.103921,0,89.257,2.908014,0.4766768,105.125,139.6592,5.543211,-32.9575219071537,-32.94955,-0.7248483,263.422621830565,217.0045,144.9326,55.78057,56.2619,33006.92,6310.804
37.14977,S,37.14977,0.2582995,0.3158822,0.6327515,0.1043059,0,89.257,2.902101,0.4773968,105.125,139.6577,5.542968,-32.9551127842729,-32.94715,-0.724407,263.147162825621,216.675,144.9254,55.74235,56.22299,33009.09,6312.253
37.15977,S,37.15977,0.2580318,0.3170387,0.6328475,0.1046933,0,89.257,2.896197,0.4781223,105.125,139.6561,5.542723,-32.9526937035361,-32.94474,-0.7239673,262.871910685814,216.3456,144.9182,55.70406,56.18401,33011.25,6313.702
37.16977,S,37.16977,0.2577642,0.3181976,0.6329435,0.1050794,0,89.257,2.890305,0.4788357,105.125,139.6546,5.542481,-32.9502845524631,-32.94234,-0.7235243,262.596783423768,216.0162,144.911,55.66568,56.14495,33013.41,6315.151
37.17977,S,37.17977,0.2574967,0.3193661,0.6330397,0.1054662,0,89.257,2.884421,0.4795467,105.125,139.6531,5.542236,-32.9478753906484,-32.93994,-0.7230806,262.321781432404,215.6868,144.9038,55.62724,56.1058,33015.57,6316.601
37.18977,S,37.18977,0.2572294,0.3205434,0.633136,0.1058563,0,89.257,2.878547,0.4802665,105.125,139.6516,5.541991,-32.9454762902889,-32.93755,-0.7226396,262.046913799598,215.3574,144.8966,55.58871,56.06657,33017.72,6318.05
37.19976,S,37.19976,0.2569621,0.3217148,0.6332324,0.1062494,0,89.257,2.872683,0.4809943,105.125,139.65,5.541744,-32.9430672517199,-32.93515,-0.7222011,261.772245686147,215.0281,144.8894,55.55012,56.02728,33019.87,6319.499
37.20976,S,37.20976,0.2566951,0.3228912,0.6333289,0.1066404,0,89.257,2.866828,0.4817069,105.125,139.6485,5.541496,-32.9406681188598,-32.93276,-0.7217582,261.497703951612,214.6988,144.8822,55.51144,55.98789,33022.02,6320.947
37.21976,S,37.21976,0.2564282,0.3240762,0.6334254,0.1070332,0,89.257,2.860982,0.4824212,105.125,139.6469,5.541249,-32.9382689993868,-32.93037,-0.7213157,261.22328899446,214.3695,144.875,55.47269,55.94842,33024.16,6322.396
37.22976,S,37.22976,0.2561614,0.3252666,0.6335221,0.1074289,0,89.257,2.855147,0.4831427,105.125,139.6454,5.540999,-32.9358799346666,-32.92799,-0.7208756,260.94900121465,214.0402,144.8678,55.43386,55.90887,33026.3,6323.845
37.23976,S,37.23976,0.2558947,0.3264546,0.6336188,0.1078264,0,89.257,2.849321,0.4838666,105.125,139.6438,5.540749,-32.9334908832652,-32.92561,-0.7204359,260.674922997353,213.711,144.8606,55.39495,55.86924,33028.44,6325.293
37.24976,S,37.24976,0.2556282,0.3276464,0.6337157,0.1082231,0,89.257,2.843505,0.4845809,105.125,139.6423,5.540499,-32.931101783951,-32.92323,-0.7199938,260.400972681459,213.3818,144.8534,55.35597,55.82953,33030.57,6326.742
37.25975,S,37.25975,0.2553618,0.3288524,0.6338127,0.1086212,0,89.257,2.837698,0.4852952,105.125,139.6407,5.540249,-32.9287126870694,-32.92085,-0.7195516,260.127159425749,213.0526,144.8462,55.31691,55.78974,33032.7,6328.191
37.26975,S,37.26975,0.2550955,0.3300601,0.6339098,0.109024,0,89.257,2.831902,0.4860247,105.125,139.6391,5.539995,-32.926323699641,-32.91847,-0.7191142,259.853466135257,212.7234,144.839,55.27777,55.74986,33034.83,6329.639
37.27975,S,37.27975,0.2548294,0.3312761,0.6340069,0.1094273,0,89.257,2.826113,0.4867505,105.125,139.6376,5.539742,-32.9239446837794,-32.9161,-0.7186754,259.579901963012,212.3942,144.8318,55.23856,55.70989,33036.96,6331.087
37.28975,S,37.28975,0.2545634,0.3324854,0.6341043,0.1098335,0,89.257,2.820333,0.487483,105.125,139.636,5.539485,-32.9215657139174,-32.91373,-0.7182385,259.306549099283,212.0651,144.8246,55.19927,55.66985,33039.08,6332.536
37.29975,S,37.29975,0.2542976,0.3337015,0.6342016,0.1102374,0,89.257,2.814565,0.4881996,105.125,139.6344,5.539231,-32.9191966524213,-32.91137,-0.7177973,259.03332609105,211.736,144.8174,55.15989,55.62972,33041.2,6333.984
37.30975,S,37.30975,0.2540318,0.3349262,0.6342991,0.1106437,0,89.257,2.808805,0.4889204,105.125,139.6328,5.538976,-32.9168176240636,-32.909,-0.7173573,258.760233349655,211.4069,144.8102,55.12045,55.5895,33043.31,6335.432
37.31974,S,37.31974,0.2537662,0.3361603,0.6343967,0.1110529,0,89.257,2.803056,0.4896481,105.125,139.6312,5.538719,-32.9144486458315,-32.90664,-0.7169195,258.487271287979,211.0778,144.803,55.08092,55.54921,33045.42,6336.88
